filename	acq_time	operator	randstr
anat/sub-s006_T1w.nii.gz	2023-04-19T13:52:46	n/a	57814851
func/sub-s006_task-PreExposure_run-01_bold.nii.gz	2023-04-19T13:57:47	n/a	4c7e711e
func/sub-s006_task-PreTest_run-01_bold.nii.gz	2023-04-19T14:05:05	n/a	895ab5ef
func/sub-s006_task-Repeated_run-01_bold.nii.gz	2023-04-19T14:23:06	n/a	d2386894
func/sub-s006_task-Repeated_run-02_bold.nii.gz	2023-04-19T14:32:34	n/a	d3a6d4c4
func/sub-s006_task-Repeated_run-03_bold.nii.gz	2023-04-19T14:40:50	n/a	bb507a87
func/sub-s006_task-Repeated_run-04_bold.nii.gz	2023-04-19T14:47:42	n/a	92c6cf5d
func/sub-s006_task-Repeated_run-05_bold.nii.gz	2023-04-19T14:54:06	n/a	8f479575
func/sub-s006_task-Repeated_run-06_bold.nii.gz	2023-04-19T15:00:21	n/a	c0a5b445
func/sub-s006_task-PostTest_run-01_bold.nii.gz	2023-04-19T15:06:09	n/a	d3ede53e
func/sub-s006_task-PostExposure_run-01_bold.nii.gz	2023-04-19T15:18:15	n/a	1c1bfc64
fmap/sub-s006_dir-AP_epi.nii.gz	2023-04-19T15:22:59	n/a	12615912
fmap/sub-s006_dir-PA_epi.nii.gz	2023-04-19T15:23:40	n/a	54ff7134
